   1.540736878  -1.989357046    .629755869   -.057602813   -.057602813
   1.538086343  -1.977165142    .629842068   -.057646878   -.057646878
   1.535429085  -1.965040651    .629903645   -.057689618   -.057689618
   1.532764377  -1.952982065    .629940224   -.057731036   -.057731036
   1.530091455  -1.940987842    .629951476   -.057771136   -.057771136
   1.527409516  -1.929056393    .629937122   -.057809932   -.057809932
   1.524717719  -1.917186088    .629896943   -.057847438   -.057847438
   1.522015180  -1.905375252    .629830784   -.057883678   -.057883678
   1.519300972  -1.893622162    .629738563   -.057918678   -.057918678
   1.516574124  -1.881925049    .629620278   -.057952475   -.057952475
   1.513833616  -1.870282091    .629476017   -.057985109   -.057985109
   1.511078382  -1.858691417    .629305964   -.058016630   -.058016630
   1.508307303  -1.847151099    .629110413   -.058047096   -.058047096
   1.505519206  -1.835659156    .628889773   -.058076574   -.058076574
   1.502712866  -1.824213549    .628644584   -.058105140   -.058105140
   1.499886999  -1.812812178    .628375525   -.058132881   -.058132881
   1.497040260  -1.801452884    .628083429   -.058159892   -.058159892
   1.494171243  -1.790133442    .627769294   -.058186285   -.058186285
   1.491278477  -1.778851563    .627434297   -.058212179   -.058212179
   1.488360427  -1.767604889    .627079811   -.058237708   -.058237708
   1.485415483  -1.756390995    .626707418   -.058263022   -.058263022
   1.482441968  -1.745207381    .626318925   -.058288282   -.058288282
   1.479438126  -1.734051474    .625916385   -.058313667   -.058313667
   1.476402125  -1.722920626    .625502110   -.058339371   -.058339371
   1.473332054  -1.711812108    .625078695   -.058365607   -.058365607
   1.470225916  -1.700723114    .624649034   -.058392605   -.058392605
   1.467081628  -1.689650750    .624216343   -.058420614   -.058420614
   1.463897019  -1.678592042    .623784184   -.058449902   -.058449902
   1.460669825  -1.667543926    .623356482   -.058480760   -.058480760
   1.457397684  -1.656503248    .622937556   -.058513501   -.058513501
   1.454078139  -1.645466763    .622532140   -.058548458   -.058548458
   1.450708628  -1.634431132    .622145409   -.058585991   -.058585991
   1.447286485  -1.623392920    .621783008   -.058626481   -.058626481
   1.443808936  -1.612348594    .621451079   -.058670339   -.058670339
   1.440273095  -1.601294519    .621156289   -.058717998   -.058717998
   1.436675959  -1.590226959    .620905864   -.058769921   -.058769921
   1.433014409  -1.579142074    .620707613   -.058826597   -.058826597
   1.429285205  -1.568035918    .620569967   -.058888547   -.058888547
   1.425484979  -1.556904437    .620502009   -.058956316   -.058956316
   1.421610238  -1.545743466    .620513503   -.059030485   -.059030485
   1.417657358  -1.534548733    .620614937   -.059111660   -.059111660
   1.413622578  -1.523315850    .620817549   -.059200481   -.059200481
   1.409502005  -1.512040319    .621133369   -.059297617   -.059297617
   1.405291603  -1.500717526    .621575247   -.059403771   -.059403771
   1.400987194  -1.489342745    .622156898   -.059519673   -.059519673
   1.396584457  -1.477911131    .622892929   -.059646087   -.059646087
   1.392078924  -1.466417730    .623798880   -.059783807   -.059783807
   1.387465978  -1.454857467    .624891260   -.059933653   -.059933653
   1.382740854  -1.443225160    .626187574   -.060096480   -.060096480
   1.377898633  -1.431515508    .627706368   -.060273164   -.060273164
   1.372934248  -1.419723105    .629467253   -.060464612   -.060464612
   1.367842478  -1.407842432    .631490941   -.060671751   -.060671751
   1.362617949  -1.395867867    .633799271   -.060895534   -.060895534
   1.357255141  -1.383793684    .636415240   -.061136931   -.061136931
   1.351748381  -1.371614060    .639363027   -.061396928   -.061396928
   1.346091852  -1.359323078    .642668013   -.061676524   -.061676524
   1.340279593  -1.346914736    .646356801   -.061976727   -.061976727
   1.334305504  -1.334382949    .650457228   -.062298550   -.062298550
   1.328163354  -1.321721562    .654998379   -.062643003   -.062643003
   1.321846783  -1.308924357    .660010587   -.063011091   -.063011091
   1.315349316  -1.295985062    .665525431   -.063403805   -.063403805
   1.308664366  -1.282897368    .671575734   -.063822115   -.063822115
   1.301785252  -1.269654937    .678195537   -.064266965   -.064266965
   1.294705208  -1.256251420    .685420086   -.064739259   -.064739259
   1.287417399  -1.242680475    .693285789   -.065239858   -.065239858
   1.279914940  -1.228935787    .701830179   -.065769565   -.065769565
   1.272190918  -1.215011086    .711091858   -.066329114   -.066329114
   1.264238410  -1.200900175    .721110427   -.066919162   -.066919162
   1.256050516  -1.186596958    .731926412   -.067540271   -.067540271
   1.247620384  -1.172095465    .743581164   -.068192897   -.068192897
   1.238941247  -1.157389893    .756116752   -.068877374   -.068877374
   1.230006458  -1.142474638    .769575836   -.069593901   -.069593901
   1.220809537  -1.127344337    .784001520   -.070342519   -.070342519
   1.211344216  -1.111993916    .799437188   -.071123101   -.071123101
   1.201604497  -1.096418641    .815926318   -.071935327   -.071935327
   1.191584704  -1.080614171    .833512275   -.072778668   -.072778668
   1.181279562  -1.064576624    .852238072   -.073652365   -.073652365
   1.170684261  -1.048302641    .872146120   -.074555409   -.074555409
   1.159794547  -1.031789466    .893277935   -.075486515   -.075486515
   1.148606810  -1.015035026    .915673825   -.076444108   -.076444108
   1.137118190   -.998038022    .939372548   -.077426293   -.077426293
   1.125326691   -.980798034    .964410928   -.078430838   -.078430838
   1.113231304   -.963315627    .990823447   -.079455146   -.079455146
   1.100832151   -.945592473   1.018641793   -.080496238   -.080496238
   1.088130639   -.927631489   1.047894380   -.081550731   -.081550731
   1.075129630   -.909436978   1.078605816   -.082614813   -.082614813
   1.061833630   -.891014795   1.110796342   -.083684227   -.083684227
   1.048249000   -.872372520   1.144481221   -.084754256   -.084754256
   1.034384183   -.853519655   1.179670082   -.085819699   -.085819699
   1.020249958   -.834467831   1.216366225   -.086874867   -.086874867
   1.005859721   -.815231048   1.254565867   -.087913566   -.087913566
    .991229791   -.795825924   1.294257351   -.088929098   -.088929098
    .976379746   -.776271973   1.335420293   -.089914251   -.089914251
    .961332796   -.756591915   1.378024686   -.090861310   -.090861310
    .946116189   -.736812002   1.422029946   -.091762059   -.091762059
    .930761657   -.716962386   1.467383901   -.092607803   -.092607803
    .915305909   -.697077513   1.514021736   -.093389387   -.093389387
    .899791162   -.677196558   1.561864870   -.094097227   -.094097227
    .884265729   -.657363890   1.610819787   -.094721355   -.094721355
    .868784663   -.637629591   1.660776813   -.095251461   -.095251461
    .853410450   -.618050008   1.711608832   -.095676960   -.095676960
    .838213778   -.598688359   1.763169961   -.095987063   -.095987063
    .823271418   -.579615386   1.815294178   -.096170859   -.096170859
    .808681846   -.560910067   1.867793903   -.096217412   -.096217412
    .794536784   -.542660377   1.920458553   -.096115873   -.096115873
    .780951697   -.524964116   1.973053068   -.095855602   -.095855602
    .768052218   -.507929794   2.025316431   -.095426302   -.095426302
    .755978325   -.491677584   2.076960192   -.094818172   -.094818172
    .744885666   -.476340333   2.127667020   -.094022067   -.094022067
    .734946974   -.462064651   2.177089318   -.093029672   -.093029672
    .726353586   -.449012052   2.224847924   -.091833682   -.091833682
    .719317040   -.437360165   2.270530950   -.090427997   -.090427997
    .714070774   -.427304003   2.313692816   -.088807912   -.088807912
    .710871900   -.419057278   2.353853544   -.086970321   -.086970321
    .710003049   -.412853763   2.390498393   -.084913909   -.084913909
    .711774274   -.408948668   2.423077944   -.082639339   -.082639339
    .716524974   -.407620029   2.451008744   -.080149437   -.080149437
    .724625821   -.409170073   2.473674679   -.077449346   -.077449346
    .736480639   -.413926507   2.490429214   -.074546672   -.074546672
    .752528169   -.422243718   2.500598731   -.071451590   -.071451590
    .773243658   -.434503778   2.503487188   -.068176922   -.068176922
    .799140158   -.451117213   2.498382358   -.064738174   -.064738174
    .830769405   -.472523396   2.484563956   -.061153528   -.061153528
    .868722116   -.499190465   2.461313971   -.057443788   -.057443788
    .913627483   -.531614565   2.427929563   -.053632268   -.053632268
    .966151587   -.570318223   2.383738873   -.049744629   -.049744629
   1.026994364   -.615847568   2.328120100   -.045808663   -.045808663
   1.096884683   -.668768041   2.260524165   -.041854015   -.041854015
   1.176572924   -.729658160   2.180501169   -.037911846   -.037911846
   1.266820308   -.799100746   2.087730766   -.034014441   -.034014441
   1.368383972   -.877670874   1.982056278   -.030194740   -.030194740
   1.481996516   -.965919570   1.863522092   -.026485803   -.026485803
   1.608338303  -1.064352005   1.732413353   -.022920178   -.022920178
   1.748000286  -1.173398486   1.589296283   -.019529176   -.019529176
   1.901434334  -1.293376030   1.435056476   -.016342018   -.016342018
   2.068886980  -1.424437490   1.270931218   -.013384870   -.013384870
   2.250310985  -1.566504069   1.098530102   -.010679749   -.010679749
   2.445246802  -1.719175416    .919835845   -.008243350   -.008243350
   2.652662675  -1.881608954    .737173983   -.006085849   -.006085849
   2.870736720  -2.052356175    .553135711   -.004209791   -.004209791
   3.096555742  -2.229137298    .370431634   -.002609202   -.002609202
   3.325690997  -2.408524913    .191644026   -.001269037   -.001269037
   3.551585197  -2.585488149    .018827017   -.000165018   -.000165018
   3.764636224  -2.752712763   -.147132919    .000736323    .000736323
   3.950763567  -2.899538994   -.307571181    .001478039    .001478039
   4.089021520  -3.010194660   -.467926101    .002115170    .002115170
   4.147264438  -3.060587121   -.641609087    .002723188    .002723188
   4.073213501  -3.011690506   -.859908443    .003424942    .003424942
   3.772025379  -2.792931992  -1.206829245    .004491572    .004491572
   3.025535340  -2.242340348  -2.030598259    .006952552    .006952552
    .000000000    .000000000    .000000000    .000000000    .000000000
   1.752890384  -2.355937921   1.548789309   -.084845824   -.084845824
   1.749405725  -2.340295784   1.551306612   -.084974920   -.084974920
   1.745901963  -2.324720158   1.553849151   -.085104648   -.085104648
   1.742378043  -2.309209170   1.556418292   -.085235048   -.085235048
   1.738832871  -2.293760910   1.559015478   -.085366163   -.085366163
   1.735265306  -2.278373425   1.561642227   -.085498036   -.085498036
   1.731674163  -2.263044720   1.564300140   -.085630716   -.085630716
   1.728058212  -2.247772759   1.566990901   -.085764253   -.085764253
   1.724416171  -2.232555460   1.569716285   -.085898698   -.085898698
   1.720746710  -2.217390694   1.572478159   -.086034106   -.086034106
